 Total Production Rate:  2.934E+05

           652.723   773.598
   170.00 0.000E+00 0.000E+00
   168.00 0.000E+00 0.000E+00
   166.00 0.000E+00 0.000E+00
   164.00 0.000E+00 0.000E+00
   162.00 0.000E+00 0.000E+00
   160.00 0.000E+00 0.000E+00
   158.00 0.000E+00 0.000E+00
   156.00 0.000E+00 0.000E+00
   154.00 0.000E+00 0.000E+00
   152.00 0.000E+00 0.000E+00
   150.00 0.000E+00 0.000E+00
   148.00 0.000E+00 0.000E+00
   146.00 0.000E+00 0.000E+00
   144.00 0.000E+00 0.000E+00
   142.00 0.000E+00 0.000E+00
   140.00 0.000E+00 0.000E+00
   138.00 0.000E+00 0.000E+00
   136.00 0.000E+00 0.000E+00
   134.00 0.000E+00 0.000E+00
   132.00 0.000E+00 0.000E+00
   130.00 0.000E+00 0.000E+00
   128.00 0.000E+00 0.000E+00
   126.00 0.000E+00 0.000E+00
   124.00 0.000E+00 0.000E+00
   122.00 0.000E+00 0.000E+00
   120.00 0.000E+00 0.000E+00
   118.00 0.000E+00 0.000E+00
   116.00 0.000E+00 0.000E+00
   114.00 0.000E+00 0.000E+00
   112.00 0.000E+00 0.000E+00
   110.00 0.000E+00 0.000E+00
   108.00 0.000E+00 0.000E+00
   106.00 0.000E+00 0.000E+00
   104.00 0.000E+00 0.000E+00
   102.00 0.000E+00 0.000E+00
   100.00 0.000E+00 0.000E+00
    98.00 0.000E+00 0.000E+00
    96.00 0.000E+00 0.000E+00
    94.00 0.000E+00 0.000E+00
    92.00 0.000E+00 0.000E+00
    90.00 0.000E+00 0.000E+00
    88.00 0.000E+00 0.000E+00
    86.00 0.000E+00 0.000E+00
    84.00 0.000E+00 0.000E+00
    82.00 0.000E+00 0.000E+00
    80.00 0.000E+00 0.000E+00
    78.00 0.000E+00 0.000E+00
    76.00 0.000E+00 0.000E+00
    74.00 0.000E+00 0.000E+00
    72.00 0.000E+00 0.000E+00
    70.00 0.000E+00 0.000E+00
    68.00 0.000E+00 0.000E+00
    66.00 0.000E+00 0.000E+00
    64.00 0.000E+00 0.000E+00
    62.00 0.000E+00 0.000E+00
    60.00 0.000E+00 0.000E+00
    58.00 0.000E+00 0.000E+00
    56.00 0.000E+00 0.000E+00
    54.00 0.000E+00 0.000E+00
    52.00 0.000E+00 0.000E+00
    50.00 0.000E+00 0.000E+00
    48.00 0.000E+00 0.000E+00
    46.00 0.000E+00 0.000E+00
    44.00 0.000E+00 0.000E+00
    42.00 0.000E+00 0.000E+00
    40.00 0.000E+00 0.000E+00
    38.00 0.000E+00 0.000E+00
    36.00 0.000E+00 0.000E+00
    34.00 0.000E+00 0.000E+00
    32.00 0.000E+00 0.000E+00
    30.00 0.000E+00 0.000E+00
    28.00 0.000E+00 0.000E+00
    26.00 0.000E+00 0.000E+00
    24.00 0.000E+00 0.000E+00
    22.00 0.000E+00 0.000E+00
    20.00 0.000E+00 0.000E+00
    18.00 0.000E+00 0.000E+00
    16.00 0.000E+00 0.000E+00
    14.00 0.000E+00 0.000E+00
    12.00 0.000E+00 0.000E+00
    10.00 0.000E+00 0.000E+00
     8.00 0.000E+00 0.000E+00
     6.00 0.000E+00 0.000E+00
     4.00 0.000E+00 0.000E+00
     2.00 0.000E+00 0.000E+00
     0.00 0.000E+00 0.000E+00
    -2.00 0.000E+00 0.000E+00
    -4.00 0.000E+00 0.000E+00
    -6.00 0.000E+00 0.000E+00
    -8.00 0.000E+00 0.000E+00
   -10.00 0.000E+00 0.000E+00
   -12.00 0.000E+00 0.000E+00
   -14.00 0.000E+00 0.000E+00
   -16.00 0.000E+00 0.000E+00
   -18.00 0.000E+00 0.000E+00
   -20.00 0.000E+00 0.000E+00
   -22.00 0.000E+00 0.000E+00
   -24.00 0.000E+00 0.000E+00
   -26.00 0.000E+00 0.000E+00
   -28.00 0.000E+00 0.000E+00
   -30.00 0.000E+00 0.000E+00
   -32.00 0.000E+00 0.000E+00
   -34.00 0.000E+00 0.000E+00
   -36.00 0.000E+00 0.000E+00
   -38.00 0.000E+00 0.000E+00
   -40.00 0.000E+00 0.000E+00
   -42.00 0.000E+00 0.000E+00
   -44.00 0.000E+00 0.000E+00
   -46.00 0.000E+00 0.000E+00
   -48.00 0.000E+00 0.000E+00
   -50.00 0.000E+00 0.000E+00
   -52.00 0.000E+00 0.000E+00
   -54.00 0.000E+00 0.000E+00
   -56.00 0.000E+00 0.000E+00
   -58.00 0.000E+00 0.000E+00
   -60.00 0.000E+00 0.000E+00
   -62.00 0.000E+00 0.000E+00
   -64.00 0.000E+00 0.000E+00
   -66.00 0.000E+00 0.000E+00
   -68.00 0.000E+00 0.000E+00
   -70.00 0.000E+00 0.000E+00
   -72.00 0.000E+00 0.000E+00
   -74.00 0.000E+00 0.000E+00
   -76.00 0.000E+00 0.000E+00
   -78.00 0.000E+00 0.000E+00
   -80.00 0.000E+00 0.000E+00
   -82.00 0.000E+00 0.000E+00
   -84.00 0.000E+00 0.000E+00
   -86.00 0.000E+00 0.000E+00
   -88.00 0.000E+00 0.000E+00
